Variedad,Altura,Cantidad (L),Temperatura,pH,Tiempo de fermentación,Puntaje en taza,Categoria_Puntaje
10,1034.0,71.4,16.0,4.6,162.0,84.0,Bueno
10,1061.0,43.0,18.2,4.68,121.0,86.0,Muy bueno
9,1025.0,98.0,18.8,4.84,48.0,82.75,Bueno
8,837.0,78.6,17.7,4.49,110.0,81.0,Bueno
8,1298.0,5.8,17.3,4.68,32.0,86.0,Muy bueno
4,1640.0,8.3,19.0,4.09,37.0,86.0,Muy bueno
2,1614.0,2.9,33.0,4.13,7.0,73.25,No especial
8,1140.0,91.9,20.7,3.85,53.0,85.25,Muy bueno
10,1022.0,78.9,19.1,4.67,148.0,85.25,Muy bueno
0,1946.0,16.8,21.6,3.98,25.0,82.75,Bueno
9,996.0,67.6,22.7,4.95,64.0,85.5,Muy bueno
3,1617.0,23.0,28.9,3.86,27.0,80.5,Bueno
2,1653.0,23.4,19.1,3.83,51.0,84.75,Bueno
2,1519.0,16.6,31.3,3.94,15.0,73.75,No especial
3,1252.0,33.4,17.4,4.04,30.0,76.5,No especial
2,1437.0,17.1,23.6,4.16,20.0,82.5,Bueno
4,401.0,5.4,30.7,4.44,44.0,86.0,Muy bueno
9,827.0,91.6,27.3,4.26,60.0,83.75,Bueno
5,943.0,4.7,13.0,4.98,9.0,78.25,No especial
7,1366.0,23.9,16.3,4.48,55.0,84.0,Bueno
6,1000.0,2.6,31.7,4.17,25.0,78.0,No especial
2,1726.0,33.8,26.7,4.39,11.0,85.25,Muy bueno
1,1802.0,4.0,20.0,3.91,84.0,87.5,Muy bueno
4,1712.0,64.9,24.1,3.47,23.0,86.0,Muy bueno
5,929.0,27.7,20.1,4.11,30.0,77.25,No especial
3,975.0,42.3,32.3,4.33,12.0,75.5,No especial
10,957.0,171.0,22.5,5.01,39.0,84.5,Bueno
9,852.0,118.0,22.1,4.54,68.0,83.25,Bueno
8,921.0,2.5,15.8,5.07,11.0,84.5,Bueno
10,973.0,98.8,20.4,4.89,60.0,83.75,Bueno
6,939.0,94.8,29.4,3.61,27.0,83.25,Bueno
8,1506.0,65.8,20.9,3.79,87.0,86.25,Muy bueno
5,1307.0,55.8,17.4,4.11,35.0,85.5,Muy bueno
4,1807.0,5.5,15.7,3.97,87.0,87.0,Muy bueno
7,379.0,3.9,32.2,4.22,113.0,86.0,Muy bueno
3,1286.0,15.2,28.7,3.76,42.0,74.0,No especial
10,1094.0,5.3,21.5,4.65,162.0,87.0,Muy bueno
2,1957.0,12.2,32.0,3.97,16.0,81.25,Bueno
10,1055.0,73.6,16.6,4.7,148.0,85.25,Muy bueno
0,1888.0,22.2,19.8,4.0,25.0,81.0,Bueno
8,1444.0,32.3,25.6,4.31,66.0,80.25,Bueno
0,2106.0,4.6,26.2,4.41,8.0,87.25,Muy bueno
2,1874.0,28.5,25.3,3.78,21.0,85.5,Muy bueno
10,1109.0,78.2,19.0,4.8,87.0,84.5,Bueno
9,1166.0,3.4,30.7,3.94,27.0,84.0,Bueno
10,1213.0,78.4,17.1,4.87,139.0,85.75,Muy bueno
8,737.0,86.4,16.1,4.41,132.0,82.5,Bueno
3,1860.0,25.4,19.9,3.73,21.0,87.25,Muy bueno
1,1755.0,7.0,33.0,4.12,10.0,73.75,No especial
5,1620.0,9.2,29.5,4.23,22.0,83.25,Bueno
10,1191.0,74.6,17.4,4.78,144.0,85.5,Muy bueno
3,1024.0,57.6,17.2,3.72,36.0,74.75,No especial
2,1879.0,58.6,32.1,3.75,15.0,79.5,No especial
1,1952.0,23.6,23.4,3.91,17.0,86.25,Muy bueno
9,941.0,93.9,24.0,3.9,96.0,86.5,Muy bueno
10,1159.0,56.8,16.3,4.72,149.0,85.25,Muy bueno
7,1068.0,9.9,13.2,4.84,18.0,77.0,No especial
3,1170.0,3.3,31.7,4.58,10.0,86.0,Muy bueno
2,1209.0,53.8,32.9,3.95,14.0,78.25,No especial
10,1167.0,154.8,24.6,4.55,63.0,84.75,Bueno
5,1091.0,71.7,29.8,4.55,12.0,75.75,No especial
3,805.0,11.9,27.4,4.06,39.0,75.0,No especial
5,1159.0,2.7,14.0,5.0,8.0,74.75,No especial
4,1852.0,23.2,23.2,3.52,22.0,87.5,Muy bueno
5,1103.0,95.2,16.0,3.71,45.0,83.0,Bueno
1,1761.0,25.8,22.1,4.15,12.0,82.75,Bueno
2,1100.0,2.4,32.0,4.33,7.0,84.75,Bueno
9,1487.0,4.2,16.8,4.64,86.0,86.5,Muy bueno
6,1233.0,116.2,31.3,3.4,20.0,80.0,No especial
3,1663.0,55.3,24.4,3.68,27.0,85.25,Muy bueno
6,659.0,60.8,20.5,4.33,52.0,79.25,No especial
1,1934.0,14.2,27.8,4.26,10.0,85.75,Muy bueno
2,1361.0,56.9,21.7,3.95,30.0,82.0,Bueno
10,1301.0,53.8,17.0,4.89,69.0,84.5,Bueno
8,1163.0,2.5,19.7,4.75,26.0,86.25,Muy bueno
3,1297.0,2.4,32.5,4.39,14.0,79.75,No especial
5,830.0,2.9,14.0,4.92,16.0,77.75,No especial
9,1116.0,91.4,17.0,4.81,53.0,82.0,Bueno
4,1236.0,4.6,32.3,3.7,26.0,73.5,No especial
2,1895.0,31.3,31.3,4.49,7.0,85.75,Muy bueno
2,1655.0,52.0,22.1,3.87,19.0,82.75,Bueno
7,1182.0,126.6,19.2,3.71,43.0,85.25,Muy bueno
7,750.0,114.0,19.7,4.42,82.0,82.5,Bueno
0,1757.0,24.6,15.7,3.97,17.0,78.75,No especial
3,1054.0,103.0,18.7,3.86,56.0,83.0,Bueno
8,1626.0,5.8,24.2,4.22,94.0,86.0,Muy bueno
9,876.0,99.2,20.2,4.6,114.0,84.25,Bueno
3,1168.0,108.7,27.0,3.67,24.0,72.75,No especial
2,1384.0,11.4,25.7,4.12,16.0,79.5,No especial
9,1046.0,35.5,24.4,4.16,37.0,83.0,Bueno
7,1205.0,106.4,21.6,3.71,46.0,84.5,Bueno
2,799.0,2.5,31.4,4.09,22.0,73.25,No especial
5,1036.0,76.1,27.8,4.34,25.0,79.5,No especial
10,1054.0,102.4,21.2,4.67,83.0,84.25,Bueno
4,1204.0,8.3,32.7,3.57,28.0,76.75,No especial
4,865.0,14.4,13.2,4.36,43.0,78.25,No especial
4,1167.0,2.5,32.9,4.02,26.0,73.25,No especial
9,1020.0,21.4,17.5,4.66,135.0,84.75,Bueno
2,1805.0,11.2,23.1,3.8,109.0,87.0,Muy bueno
10,1116.0,81.7,16.4,4.71,123.0,84.25,Bueno
9,959.0,103.6,27.2,4.39,36.0,82.5,Bueno
10,1053.0,90.4,20.8,4.94,88.0,85.0,Muy bueno
8,701.0,84.0,19.3,4.6,80.0,83.5,Bueno
10,1004.0,93.5,19.2,4.74,141.0,85.75,Muy bueno
6,1080.0,111.7,18.2,3.46,31.0,80.5,Bueno
2,1401.0,57.2,19.3,3.92,25.0,78.25,No especial
0,2091.0,26.9,29.4,4.48,5.0,85.25,Muy bueno
3,1062.0,2.5,19.5,4.46,14.0,85.25,Muy bueno
3,900.0,2.8,32.8,3.87,29.0,74.0,No especial
2,1903.0,32.7,23.5,3.73,21.0,86.75,Muy bueno
6,1207.0,6.2,17.4,4.6,23.0,86.5,Muy bueno
4,943.0,16.2,17.4,4.13,32.0,75.5,No especial
10,857.0,90.6,20.2,4.55,146.0,84.75,Bueno
6,1158.0,96.2,17.9,3.54,43.0,82.5,Bueno
3,1446.0,58.6,15.6,3.57,44.0,82.75,Bueno
1,1897.0,8.8,19.2,3.77,58.0,87.25,Muy bueno
6,1242.0,2.4,31.1,4.86,11.0,83.0,Bueno
6,1086.0,2.8,18.6,4.51,23.0,77.0,No especial
2,1622.0,8.8,30.2,4.36,14.0,85.0,Bueno
4,823.0,99.5,31.4,3.59,24.0,79.5,No especial
10,1178.0,77.6,17.2,4.6,152.0,85.25,Muy bueno
10,1020.0,69.2,16.8,4.55,147.0,85.0,Muy bueno
5,1061.0,93.0,28.2,3.44,22.0,80.0,Bueno
8,940.0,82.6,16.1,4.62,49.0,81.75,Bueno
8,1409.0,14.4,16.0,4.48,64.0,87.0,Muy bueno
10,1088.0,93.3,19.9,4.83,61.0,83.0,Bueno
10,1129.0,57.5,18.8,4.73,158.0,85.25,Muy bueno
9,1423.0,7.9,17.4,4.75,86.0,86.75,Muy bueno
10,1098.0,76.1,17.0,4.6,154.0,85.0,Muy bueno
9,1167.0,24.7,27.7,4.47,35.0,81.0,Bueno
5,1092.0,112.1,21.4,3.59,32.0,83.75,Bueno
2,1717.0,75.9,26.9,3.96,26.0,78.25,No especial
4,727.0,43.3,30.5,3.91,32.0,78.5,No especial
5,1128.0,98.7,25.5,3.66,29.0,81.5,Bueno
6,792.0,2.9,24.5,4.62,19.0,82.0,Bueno
6,1260.0,50.2,27.7,3.99,29.0,79.75,No especial
10,1329.0,33.8,18.1,4.64,133.0,84.5,Bueno
5,1437.0,53.0,17.2,3.58,41.0,85.75,Muy bueno
6,1206.0,2.7,32.9,3.78,29.0,77.25,No especial
9,1110.0,91.8,18.1,4.88,38.0,82.25,Bueno
3,1014.0,29.8,14.9,3.99,37.0,73.0,No especial
10,1283.0,58.7,16.8,4.79,135.0,85.5,Muy bueno
5,955.0,2.7,22.6,4.4,28.0,75.25,No especial
6,1288.0,19.2,32.7,3.5,29.0,80.0,Bueno
5,1322.0,27.8,32.8,3.47,29.0,75.25,No especial
4,1201.0,105.9,17.5,3.58,37.0,82.75,Bueno
2,1689.0,2.5,33.0,4.12,14.0,77.5,No especial
3,1801.0,43.5,24.9,3.69,27.0,85.75,Muy bueno
7,1037.0,96.3,19.7,4.68,12.0,78.5,No especial
3,707.0,37.6,18.2,3.9,37.0,73.5,No especial
3,1184.0,83.6,16.1,3.63,84.0,73.5,No especial
5,1582.0,16.4,15.2,3.94,55.0,86.0,Muy bueno
3,1142.0,2.4,13.1,4.75,10.0,73.5,No especial
10,1127.0,69.6,17.7,4.38,138.0,86.5,Muy bueno
5,1103.0,117.8,18.9,3.48,42.0,78.5,No especial
9,1073.0,42.4,27.0,3.83,54.0,85.25,Muy bueno
0,1905.0,22.2,19.0,4.13,18.0,76.0,No especial
7,1180.0,6.8,18.5,4.66,20.0,77.5,No especial
4,1020.0,75.9,19.1,3.64,27.0,75.75,No especial
9,937.0,115.8,20.8,4.53,82.0,84.0,Bueno
2,1406.0,2.6,26.7,4.05,24.0,78.75,No especial
5,994.0,59.1,24.8,3.72,31.0,78.75,No especial
2,1710.0,41.3,31.2,4.0,16.0,76.5,No especial
3,491.0,5.0,29.8,4.35,34.0,81.25,Bueno
6,1168.0,2.5,31.9,4.15,20.0,76.75,No especial
4,797.0,17.0,13.3,4.32,60.0,79.5,No especial
9,1796.0,20.6,18.6,4.54,135.0,87.0,Muy bueno
5,873.0,145.9,20.4,4.11,25.0,81.25,Bueno
4,1112.0,103.3,23.3,3.52,34.0,77.5,No especial
1,1995.0,26.6,31.0,4.84,6.0,87.25,Muy bueno
6,924.0,7.4,31.9,3.83,37.0,79.25,No especial
8,1474.0,64.8,20.1,3.52,57.0,86.5,Muy bueno
2,1845.0,27.8,33.0,4.13,8.0,75.0,No especial
8,773.0,107.7,20.0,4.53,62.0,82.5,Bueno
3,1085.0,2.4,33.0,4.05,17.0,74.25,No especial
1,1454.0,48.0,17.0,3.89,24.0,73.25,No especial
4,997.0,53.8,21.3,4.0,30.0,79.75,No especial
2,1531.0,5.3,26.8,4.32,11.0,84.75,Bueno
5,1404.0,92.7,21.4,3.58,32.0,85.25,Muy bueno
2,1540.0,85.3,25.4,4.08,23.0,80.0,No especial
10,1220.0,76.9,19.1,4.61,117.0,86.0,Muy bueno
8,1249.0,72.3,21.8,3.41,27.0,87.0,Muy bueno
4,1430.0,3.2,24.4,4.33,20.0,84.75,Bueno
1,1283.0,26.3,15.8,3.96,41.0,72.5,No especial
1,1706.0,40.4,17.3,3.89,20.0,81.0,Bueno
4,1751.0,44.8,21.9,3.98,27.0,85.5,Muy bueno
4,1181.0,4.1,25.6,4.08,27.0,73.75,No especial
2,1479.0,12.8,32.6,3.79,26.0,73.5,No especial
10,869.0,100.1,21.9,4.37,123.0,85.5,Muy bueno
10,1128.0,53.4,17.0,4.73,155.0,85.75,Muy bueno
9,1325.0,21.7,20.1,4.65,43.0,85.0,Bueno
2,1713.0,59.3,21.8,3.77,36.0,79.25,No especial
4,870.0,18.0,14.6,4.38,34.0,75.25,No especial
9,1394.0,51.6,17.6,3.93,110.0,86.5,Muy bueno
2,1290.0,49.8,18.6,4.04,27.0,81.0,Bueno
1,1765.0,22.6,20.0,3.9,26.0,85.25,Muy bueno
6,1524.0,8.7,14.8,4.17,48.0,87.5,Muy bueno
3,868.0,2.4,31.8,4.25,14.0,74.25,No especial
10,1227.0,80.2,19.9,4.01,126.0,86.5,Muy bueno
1,1325.0,2.4,33.1,4.31,13.0,83.5,Bueno
4,1960.0,17.6,26.2,4.05,14.0,87.5,Muy bueno
4,1936.0,14.0,22.1,4.15,52.0,87.25,Muy bueno
0,2042.0,19.8,25.6,4.22,8.0,86.5,Muy bueno
10,1108.0,84.2,20.2,4.93,83.0,84.0,Bueno
7,1019.0,89.1,24.8,3.6,36.0,85.0,Bueno
5,665.0,49.3,15.4,4.38,108.0,79.5,No especial
9,788.0,3.5,26.3,4.67,36.0,85.75,Muy bueno
10,1205.0,64.8,16.0,4.77,140.0,85.0,Muy bueno
2,948.0,115.2,16.5,3.78,22.0,73.0,No especial
3,778.0,2.7,27.0,4.17,48.0,84.75,Bueno
0,1604.0,21.6,13.3,3.79,39.0,73.75,No especial
1,2031.0,16.4,26.6,3.98,10.0,85.75,Muy bueno
4,1279.0,95.9,18.0,3.56,35.0,81.0,Bueno
2,1170.0,5.8,20.4,4.15,23.0,81.25,Bueno
9,886.0,85.8,23.1,4.34,97.0,85.0,Bueno
8,878.0,114.8,19.1,4.45,92.0,83.0,Bueno
2,536.0,32.4,30.4,3.92,44.0,75.75,No especial
3,1068.0,48.4,13.3,4.02,43.0,81.25,Bueno
8,1157.0,16.3,27.7,4.42,28.0,81.25,Bueno
8,1184.0,92.1,22.0,3.89,37.0,84.25,Bueno
6,1497.0,39.7,15.2,3.89,91.0,85.75,Muy bueno
8,1210.0,10.3,21.4,5.02,12.0,81.5,Bueno
2,886.0,33.6,12.6,3.79,71.0,72.5,No especial
9,1511.0,45.4,17.6,4.07,116.0,86.25,Muy bueno
5,962.0,115.4,29.0,3.48,29.0,83.75,Bueno
8,1032.0,12.1,25.8,4.37,26.0,80.25,Bueno
7,765.0,52.7,27.8,4.54,26.0,81.75,Bueno
10,1114.0,70.4,18.0,4.71,98.0,84.25,Bueno
6,1051.0,13.0,30.7,4.23,28.0,80.25,Bueno
4,1894.0,2.9,16.0,3.96,64.0,87.5,Muy bueno
2,1062.0,13.1,26.6,3.94,31.0,72.0,No especial
5,960.0,2.6,30.3,4.18,23.0,77.0,No especial
1,1772.0,27.3,31.7,4.72,6.0,85.75,Muy bueno
6,1277.0,63.2,15.3,4.2,44.0,83.25,Bueno
5,1107.0,112.8,17.1,3.89,36.0,82.25,Bueno
6,1303.0,5.2,24.4,4.93,9.0,78.0,No especial
3,1404.0,14.7,31.6,3.84,30.0,72.0,No especial
9,1338.0,50.2,19.4,4.57,73.0,83.75,Bueno
3,1679.0,59.7,23.6,3.63,22.0,86.25,Muy bueno
7,1087.0,10.3,14.3,4.85,20.0,76.75,No especial
10,1066.0,90.3,18.9,4.72,84.0,83.5,Bueno
3,637.0,3.1,25.5,4.37,34.0,76.5,No especial
2,1486.0,30.7,25.4,3.9,23.0,79.25,No especial
3,1100.0,9.6,30.6,4.36,10.0,75.0,No especial
7,1671.0,15.2,16.4,4.05,130.0,86.0,Muy bueno
8,827.0,75.5,21.5,4.01,129.0,85.75,Muy bueno
1,1899.0,20.2,25.2,3.89,28.0,77.25,No especial
9,1129.0,3.3,15.9,5.0,17.0,84.75,Bueno
8,1914.0,12.3,17.6,4.12,71.0,87.5,Muy bueno
3,939.0,53.6,24.0,3.89,35.0,77.75,No especial
7,902.0,80.9,18.4,4.45,55.0,80.25,Bueno
4,1267.0,16.4,26.2,4.43,12.0,73.75,No especial
9,1047.0,101.2,17.6,4.64,119.0,83.5,Bueno
4,790.0,59.2,14.8,4.44,22.0,76.5,No especial
10,1047.0,102.2,19.3,4.57,113.0,84.0,Bueno
7,1238.0,12.5,31.9,3.84,31.0,79.25,No especial
3,775.0,52.3,32.8,3.47,29.0,78.25,No especial
8,1044.0,108.4,22.2,4.07,48.0,84.25,Bueno
0,2110.0,7.8,27.0,4.42,6.0,83.75,Bueno
9,1042.0,39.5,18.5,4.77,71.0,83.75,Bueno
10,1125.0,69.6,17.0,4.56,154.0,83.75,Bueno
0,1881.0,20.5,19.8,4.0,20.0,77.25,No especial
3,1489.0,20.4,31.3,4.03,20.0,77.0,No especial
7,1082.0,46.5,23.8,4.61,15.0,78.75,No especial
10,1124.0,113.8,20.8,4.96,124.0,86.5,Muy bueno
3,1598.0,89.6,30.2,3.8,13.0,83.25,Bueno
9,1260.0,14.8,24.6,5.08,24.0,85.5,Muy bueno
7,998.0,3.5,16.8,4.58,68.0,86.25,Muy bueno
6,1119.0,3.1,29.7,4.34,22.0,78.0,No especial
8,1861.0,7.5,20.2,4.45,88.0,87.5,Muy bueno
1,1341.0,10.9,20.0,3.75,36.0,76.75,No especial
7,1074.0,2.5,21.3,4.68,13.0,81.25,Bueno
0,1876.0,18.7,16.7,3.99,27.0,79.5,No especial
2,1543.0,5.4,19.9,3.76,69.0,82.25,Bueno
6,870.0,5.1,20.8,4.55,31.0,79.5,No especial
10,1096.0,82.3,19.6,4.87,106.0,85.5,Muy bueno
2,1425.0,20.4,14.8,3.93,42.0,85.0,Bueno
5,1138.0,98.0,22.4,3.71,34.0,81.75,Bueno
8,741.0,2.5,18.0,4.9,27.0,85.5,Muy bueno
10,1054.0,85.5,19.7,4.44,125.0,85.75,Muy bueno
4,648.0,2.5,25.4,4.55,15.0,78.5,No especial
4,1375.0,55.3,16.7,3.89,37.0,83.25,Bueno
7,680.0,7.8,30.7,4.33,37.0,84.25,Bueno
10,1194.0,5.9,19.2,4.65,148.0,86.5,Muy bueno
5,1176.0,2.4,30.5,4.4,14.0,74.75,No especial
9,1563.0,15.6,17.2,4.65,113.0,87.25,Muy bueno
1,1918.0,35.1,24.4,4.11,11.0,84.25,Bueno
6,977.0,53.4,13.8,4.52,49.0,78.75,No especial
10,941.0,87.7,20.0,4.53,152.0,85.75,Muy bueno
9,1099.0,102.5,20.3,4.43,69.0,84.0,Bueno
10,833.0,137.4,22.5,4.67,103.0,84.75,Bueno
4,776.0,9.0,30.0,4.07,33.0,77.75,No especial
5,676.0,3.8,31.3,4.23,34.0,80.5,Bueno
2,1569.0,17.9,21.6,4.11,27.0,80.5,Bueno
2,1564.0,58.5,32.8,4.26,10.0,76.25,No especial
9,927.0,77.8,18.3,4.57,131.0,84.75,Bueno
1,1970.0,13.3,23.1,3.97,25.0,87.0,Muy bueno
9,1148.0,13.4,16.5,5.16,18.0,85.5,Muy bueno
0,1971.0,19.4,21.2,4.0,12.0,84.5,Bueno
9,1671.0,37.1,19.7,4.28,139.0,86.75,Muy bueno
5,1179.0,3.1,24.5,4.45,33.0,75.0,No especial
10,1533.0,22.3,15.8,4.61,125.0,86.25,Muy bueno
4,855.0,17.2,22.0,4.17,31.0,74.25,No especial
3,910.0,21.8,20.8,3.87,67.0,87.0,Muy bueno
9,1065.0,86.7,26.1,4.88,20.0,83.5,Bueno
10,1238.0,80.1,18.0,4.86,134.0,85.75,Muy bueno
5,1353.0,7.1,25.5,4.97,7.0,79.75,No especial
6,814.0,7.0,26.0,4.54,64.0,85.5,Muy bueno
0,2088.0,5.3,25.9,4.35,9.0,85.75,Muy bueno
6,1014.0,4.5,17.3,4.34,85.0,79.25,No especial
9,1603.0,14.5,18.0,4.33,150.0,86.25,Muy bueno
4,1224.0,2.6,26.8,4.46,11.0,73.75,No especial
8,1781.0,11.5,19.2,4.38,104.0,87.5,Muy bueno
5,892.0,181.3,23.1,4.61,9.0,76.5,No especial
1,1636.0,3.1,29.3,3.94,14.0,78.75,No especial
2,1707.0,4.2,32.8,4.07,12.0,73.25,No especial
8,840.0,3.0,20.5,4.85,26.0,84.75,Bueno
4,1073.0,84.0,18.0,3.72,49.0,78.0,No especial
2,1953.0,15.1,24.1,3.72,31.0,87.25,Muy bueno
6,1150.0,2.5,13.9,4.71,19.0,86.5,Muy bueno
9,991.0,73.8,17.3,4.79,74.0,83.0,Bueno
10,1030.0,54.9,23.5,4.79,52.0,84.0,Bueno
6,845.0,45.3,15.5,4.43,48.0,78.5,No especial
3,1949.0,26.4,25.3,3.81,15.0,87.25,Muy bueno
6,1547.0,4.0,26.6,4.19,74.0,85.75,Muy bueno
8,968.0,93.6,21.1,4.09,73.0,85.0,Bueno
7,862.0,28.6,16.7,4.49,36.0,78.0,No especial
0,2008.0,11.2,26.7,4.38,14.0,86.75,Muy bueno
9,1095.0,89.7,18.9,4.53,78.0,84.75,Bueno
10,1052.0,88.2,17.7,4.65,115.0,84.5,Bueno
3,1475.0,2.7,16.4,4.24,17.0,85.0,Bueno
10,994.0,94.2,20.3,4.96,145.0,86.0,Muy bueno
8,810.0,72.7,28.2,3.82,58.0,85.5,Muy bueno
1,839.0,21.8,12.2,3.83,58.0,75.75,No especial
4,1004.0,9.7,18.0,4.37,16.0,78.75,No especial
2,1350.0,75.7,18.8,3.7,67.0,72.75,No especial
0,1703.0,7.4,17.1,4.04,33.0,75.5,No especial
4,1270.0,5.4,26.5,4.12,26.0,74.5,No especial
0,2111.0,4.3,25.6,4.43,6.0,82.25,Bueno
4,1200.0,2.8,18.6,4.65,16.0,73.5,No especial
8,1045.0,8.8,26.6,4.57,34.0,81.5,Bueno
10,1024.0,70.6,18.5,4.99,143.0,86.25,Muy bueno
1,1971.0,31.7,25.4,4.15,10.0,83.75,Bueno
10,1157.0,102.5,21.3,4.66,152.0,85.5,Muy bueno
3,1116.0,112.1,29.7,3.84,18.0,81.25,Bueno
7,1326.0,63.3,17.8,3.47,45.0,86.25,Muy bueno
9,1122.0,3.0,20.3,4.98,30.0,87.25,Muy bueno
0,2003.0,30.6,25.8,4.17,9.0,82.75,Bueno
9,1512.0,11.6,15.9,4.46,92.0,87.0,Muy bueno
10,1382.0,29.4,16.3,4.83,162.0,86.5,Muy bueno
5,1648.0,6.6,16.2,4.19,41.0,87.0,Muy bueno
8,1583.0,69.4,22.4,3.95,79.0,86.25,Muy bueno
5,803.0,104.9,24.2,3.73,27.0,79.5,No especial
2,1276.0,24.0,14.7,4.01,41.0,83.25,Bueno
3,1341.0,2.5,32.7,3.78,34.0,72.75,No especial
3,788.0,3.4,13.6,4.39,35.0,73.5,No especial
6,1543.0,21.9,16.4,3.99,58.0,85.75,Muy bueno
10,981.0,57.1,18.2,4.78,134.0,85.5,Muy bueno
10,1140.0,96.2,20.7,5.02,97.0,85.5,Muy bueno
7,744.0,43.7,14.7,4.48,109.0,78.75,No especial
3,1921.0,8.0,18.0,3.98,67.0,87.25,Muy bueno
10,1023.0,86.0,20.0,4.77,88.0,84.25,Bueno
8,1239.0,75.4,21.9,3.55,61.0,86.5,Muy bueno
8,1008.0,16.3,22.4,4.57,64.0,86.5,Muy bueno
1,563.0,3.9,32.9,4.05,45.0,83.75,Bueno
1,1763.0,31.5,19.5,3.94,20.0,80.25,Bueno
4,803.0,105.1,22.9,4.29,19.0,77.75,No especial
2,1386.0,61.7,18.2,3.76,42.0,79.0,No especial
10,1038.0,78.0,18.7,4.84,65.0,83.75,Bueno
5,1204.0,2.5,31.9,4.2,22.0,76.0,No especial
9,1014.0,74.0,16.4,4.6,89.0,83.5,Bueno
8,1081.0,75.2,17.8,4.21,132.0,85.25,Muy bueno
3,1649.0,11.5,32.2,4.05,20.0,77.75,No especial
10,1106.0,72.4,16.4,4.65,159.0,85.0,Muy bueno
5,1152.0,78.3,18.4,4.26,23.0,80.75,Bueno
1,1742.0,2.9,31.5,4.34,7.0,79.5,No especial
3,1052.0,2.8,20.7,4.31,21.0,73.75,No especial
7,1402.0,11.8,18.1,4.28,37.0,85.25,Muy bueno
9,1529.0,61.5,22.8,3.96,115.0,86.75,Muy bueno
4,948.0,51.3,29.0,3.66,27.0,76.75,No especial
2,1876.0,11.3,20.2,3.92,28.0,87.5,Muy bueno
5,1518.0,19.9,21.6,3.83,65.0,83.0,Bueno
2,548.0,136.0,28.7,4.09,23.0,75.5,No especial
9,623.0,129.3,23.5,4.41,138.0,85.25,Muy bueno
3,1288.0,31.1,14.0,3.59,44.0,86.25,Muy bueno
10,1123.0,111.7,20.3,4.83,74.0,85.0,Bueno
3,1628.0,5.2,31.3,3.78,46.0,80.0,Bueno
9,1392.0,72.2,18.7,4.16,135.0,86.25,Muy bueno
8,632.0,129.0,22.9,4.32,128.0,84.5,Bueno
10,1055.0,79.1,19.1,4.91,96.0,84.5,Bueno
8,1601.0,9.2,21.3,4.21,92.0,85.5,Muy bueno
4,1182.0,14.9,27.7,3.82,28.0,73.0,No especial
1,1861.0,32.6,19.2,4.08,15.0,84.25,Bueno
1,1635.0,19.4,14.7,3.9,46.0,85.0,Bueno
7,755.0,18.0,20.6,4.67,57.0,83.5,Bueno
2,1837.0,42.0,30.8,4.3,10.0,84.25,Bueno
4,1892.0,18.3,20.4,3.89,77.0,87.25,Muy bueno
3,1121.0,37.5,32.3,3.56,19.0,75.75,No especial
10,1256.0,81.1,19.8,5.03,136.0,86.0,Muy bueno
2,1506.0,55.9,28.6,4.06,17.0,78.5,No especial
2,493.0,8.6,31.6,4.04,35.0,74.25,No especial
1,1557.0,8.8,24.2,3.71,37.0,77.75,No especial
10,1163.0,53.6,20.1,4.97,109.0,85.75,Muy bueno
1,1673.0,38.0,25.4,4.35,22.0,83.75,Bueno
5,1017.0,129.2,17.7,3.54,48.0,76.25,No especial
3,1105.0,31.8,28.7,3.78,27.0,73.25,No especial
10,1178.0,109.5,22.0,5.04,124.0,86.75,Muy bueno
6,1067.0,23.6,14.7,4.74,19.0,77.5,No especial
9,1569.0,54.1,20.0,3.65,94.0,87.0,Muy bueno
3,1528.0,4.1,31.7,4.16,20.0,78.75,No especial
9,1193.0,42.2,18.6,4.22,137.0,86.75,Muy bueno
3,1497.0,9.9,15.8,4.1,33.0,84.25,Bueno
9,1682.0,40.8,20.2,4.34,115.0,87.0,Muy bueno
4,1602.0,83.3,28.7,3.6,20.0,78.25,No especial
9,906.0,113.8,22.4,4.75,31.0,82.0,Bueno
9,1226.0,12.2,23.6,4.94,29.0,85.0,Bueno
10,1046.0,38.6,18.0,4.71,137.0,86.75,Muy bueno
4,862.0,57.4,16.3,3.53,39.0,73.75,No especial
10,1154.0,87.2,19.4,4.85,80.0,84.0,Bueno
3,1386.0,25.7,16.0,4.0,31.0,85.25,Muy bueno
8,1339.0,64.2,17.3,4.11,124.0,85.0,Bueno
4,1400.0,41.0,30.6,3.84,25.0,76.5,No especial
0,2076.0,15.3,26.3,4.21,8.0,86.75,Muy bueno
10,975.0,125.0,22.0,4.76,79.0,84.0,Bueno
7,739.0,147.5,24.2,4.25,70.0,83.75,Bueno
1,1861.0,14.7,30.5,4.35,12.0,78.75,No especial
6,1042.0,6.8,25.6,4.32,24.0,78.25,No especial
0,1522.0,14.2,13.1,3.99,37.0,74.5,No especial
8,900.0,5.0,23.3,4.66,59.0,86.5,Muy bueno
7,719.0,122.1,22.0,4.37,60.0,82.25,Bueno
6,968.0,104.8,24.0,3.68,37.0,84.75,Bueno
4,1173.0,77.6,25.6,3.52,30.0,74.5,No especial
6,1396.0,102.3,30.9,3.55,24.0,82.5,Bueno
3,952.0,49.4,30.0,4.38,16.0,75.5,No especial
